UNITID,Year,INSTNM,State,Total_Students,Known_Students,Unknown_Students,In_State_Students,Out_State_Students,Foreign_Students,US_Students,Avg_Cost,Median_HH_Income
151102,2020,Purdue University Fort Wayne,IN,1388,1386,2,1224,145,17,1369,19224,61940.3
220631,2020,Lincoln Memorial University,TN,229,229,0,117,95,17,212,36365,43510.38
160658,2020,University of Louisiana at Lafayette,LA,2338,2338,0,2219,102,17,2321,22948,47090.8
122506,2020,San Francisco Conservatory of Music,CA,57,57,0,12,29,16,41,69135,74879.37
230995,2020,Norwich University,VT,649,646,3,81,549,16,630,59627,68974.52
169442,2020,College for Creative Studies,MI,334,334,0,250,68,16,318,57085,74293.04
221731,2020,Tennessee Wesleyan University,TN,189,189,0,148,25,16,173,33219,48462.92
228802,2020,The University of Texas at Tyler,TX,1065,1065,0,1038,11,16,1049,20730,53622.93
182290,2020,University of Nevada-Reno,NV,3342,3338,4,2437,885,16,3322,23256,68050.29
219976,2020,Lipscomb University,TN,692,692,0,424,252,16,676,49074,66979.13
221740,2020,The University of Tennessee-Chattanooga,TN,2222,2221,1,2055,151,15,2206,23436,55964.16
170037,2020,Cornerstone University,MI,283,283,0,229,39,15,268,35814,63718.46
128771,2020,Central Connecticut State University,CT,1198,1198,0,1105,78,15,1183,22518,75579.11
169798,2020,Eastern Michigan University,MI,1922,1918,4,1611,292,15,1903,24994,69989
221351,2020,Rhodes College,TN,442,442,0,110,317,15,427,64249,73395.81
139366,2020,Columbus State University,GA,1387,1381,6,1273,93,15,1366,19807,55979.92
217882,2020,Clemson University,SC,4199,4193,6,2333,1845,15,4178,32254,64586.36
218229,2020,Lander University,SC,861,860,1,788,57,15,845,24474,52256.85
199148,2020,University of North Carolina at Greensboro,NC,2432,2419,13,2295,109,15,2404,19179,60658.11
163462,2020,Mount St. Mary's University,MD,647,644,3,358,271,15,629,57867,81781.05
199643,2020,Shaw University,NC,286,286,0,167,105,14,272,29686,53196.27
227526,2020,Prairie View A & M University,TX,1882,1882,0,1667,201,14,1868,25164,57579.55
181215,2020,University of Nebraska at Kearney,NE,833,832,1,757,61,14,818,23319,51335.53
217819,2020,College of Charleston,SC,2052,2049,3,1002,1033,14,2035,29545,66962.7
224147,2020,Texas A & M University-Corpus Christi,TX,1612,1612,0,1547,51,14,1598,22459,54287.8
217235,2020,Johnson & Wales University-Providence,RI,1219,1219,0,206,999,14,1205,51167,68856.12
217402,2020,Providence College,RI,1000,1000,0,100,886,14,986,69407,83293.65
140960,2020,Savannah State University,GA,745,745,0,634,97,14,731,16819,54220.88
236595,2020,Seattle University,WA,805,798,7,355,429,14,784,63439,70785.55
110574,2020,California State University-East Bay,CA,1088,1088,0,1065,9,14,1074,23357,78750.43
181002,2020,Creighton University,NE,1015,1014,1,244,756,14,1000,56120,68443.5
209807,2020,Portland State University,OR,1515,1510,5,1198,298,14,1496,20571,62889.32
198136,2020,Campbell University,NC,676,674,2,522,138,14,660,51131,56906.03
221892,2020,Trevecca Nazarene University,TN,350,346,4,226,106,14,332,34473,59625.44
141334,2020,University of West Georgia,GA,1821,1794,27,1741,39,14,1780,23684,66454.08
181330,2020,Midland University,NE,370,370,0,174,182,14,356,45689,56723.06
163453,2020,Morgan State University,MD,1213,1209,4,639,556,14,1195,23254,63566.62
142115,2020,Boise State University,ID,2870,2870,0,1506,1350,14,2856,21621,58298.66
142285,2020,University of Idaho,ID,1425,1389,36,977,399,13,1376,21525,54125.14
123165,2020,Scripps College,CA,220,220,0,97,110,13,207,77588,79153.99
197869,2020,Appalachian State University,NC,3906,3903,3,3629,261,13,3890,19661,61267.04
172051,2020,Saginaw Valley State University,MI,1383,1383,0,1336,34,13,1370,22353,57827.75
229018,2020,The University of Texas Permian Basin,TX,559,554,5,513,28,13,541,17323,47475.29
151290,2020,Indiana Institute of Technology,IN,456,456,0,258,185,13,443,40161,60972.77
215442,2020,Point Park University,PA,522,522,0,301,208,13,509,45350,54201.1
159416,2020,Louisiana State University-Shreveport,LA,339,339,0,311,15,13,326,19065,47946.96
136330,2020,Palm Beach Atlantic University,FL,526,523,3,312,198,13,510,49839,64221.06
135081,2020,Keiser University-Ft Lauderdale,FL,2304,2271,33,1729,529,13,2258,40713,55699.66
117140,2020,University of La Verne,CA,660,659,1,615,31,13,646,60759,67082.29
198950,2020,Meredith College,NC,372,369,3,327,29,13,356,50390,66301.42
152530,2020,Taylor University,IN,416,416,0,179,225,12,404,48656,68822.46
153269,2020,Drake University,IA,738,738,0,225,501,12,726,57643,70375.31
240277,2020,University of Wisconsin-Green Bay,WI,1269,1269,0,1167,90,12,1257,17509,63413.11
377555,2020,University of Washington-Bothell Campus,WA,985,985,0,959,14,12,973,23189,69752.4
152099,2020,Oakland City University,IN,107,106,1,59,35,12,94,37683,52931.31
212160,2020,Edinboro University of Pennsylvania,PA,645,645,0,535,98,12,633,22036,52799.06
102553,2020,University of Alaska Anchorage,AK,1057,1053,4,977,64,12,1041,18946,72116.59
169248,2020,Central Michigan University,MI,2088,2086,2,1898,177,11,2075,25078,66048.2
206048,2020,Tiffin University,OH,511,473,38,341,121,11,462,41055,59678.08
123554,2020,Saint Mary's College of California,CA,468,467,1,401,55,11,456,69071,84232.87
163976,2020,St. John's College,MD,85,85,0,19,55,11,74,50001,72041.37
110510,2020,California State University-San Bernardino,CA,2286,2286,0,2264,11,11,2275,19114,59070.9
110413,2020,California Lutheran University,CA,516,516,0,424,81,11,505,60668,81648.78
128498,2020,Albertus Magnus College,CT,178,178,0,147,20,11,167,49375,65065.75
218742,2020,University of South Carolina-Upstate,SC,754,748,6,688,49,11,737,23660,54689.19
198561,2020,Gardner-Webb University,NC,471,469,2,260,198,11,458,45333,54757.84
150534,2020,University of Evansville,IN,395,395,0,262,122,11,384,50986,61532.75
162210,2020,Washington Adventist University,MD,89,87,2,51,25,11,76,33721,69837.96
433660,2020,Florida Gulf Coast University,FL,2595,2583,12,2204,368,11,2572,18151,62394.85
155335,2020,Newman University,KS,148,147,1,108,28,11,136,41633,62008.99
213020,2020,Indiana University of Pennsylvania-Main Campus,PA,1881,1881,0,1780,91,10,1871,28442,54158.04
176053,2020,Mississippi College,MS,422,422,0,237,175,10,412,34918,52824.92
198899,2020,Mars Hill University,NC,288,288,0,194,84,10,278,45406,56558.51
180595,2020,Rocky Mountain College,MT,235,235,0,124,101,10,225,40804,51454.11
237066,2020,Whitworth University,WA,607,607,0,425,172,10,597,60359,63739.65
110538,2020,California State University-Chico,CA,2316,2316,0,2281,25,10,2306,25073,61867.44
221953,2020,Tusculum University,TN,278,278,0,184,84,10,268,39440,49705.55
156213,2020,Asbury University,KY,264,264,0,136,118,10,254,42462,61842.48
207847,2020,Southeastern Oklahoma State University,OK,512,512,0,350,152,10,502,16367,41386.98
230834,2020,Castleton University,VT,298,298,0,128,160,10,288,24841,61392.97
173300,2020,Concordia College at Moorhead,MN,498,498,0,330,158,10,488,53819,60523.09
219471,2020,University of South Dakota,SD,1238,1238,0,784,444,10,1228,23016,53799.09
151342,2020,Indiana University-South Bend,IN,805,805,0,768,27,10,795,16667,59249.25
215114,2020,Cairn University-Langhorne,PA,215,213,2,119,84,10,203,41762,69912.01
151306,2020,University of Southern Indiana,IN,1286,1286,0,1121,155,10,1276,20146,57279.45
213367,2020,La Salle University,PA,582,582,0,373,199,10,572,45298,67401.72
207324,2020,Oklahoma Christian University,OK,359,358,1,210,138,10,348,37015,63431.55
217907,2020,Coker University,SC,244,234,10,171,53,10,224,42395,49143.33
237118,2020,Alderson Broaddus University,WV,225,225,0,56,159,10,215,42676,44559.33
461795,2020,North American University,TX,152,152,0,124,18,10,142,20685,64276.692131199976
162283,2020,Coppin State University,MD,301,300,1,241,49,10,290,17787,54222.17
226833,2020,Midwestern State University,TX,800,800,0,764,27,9,791,19972,57712.44
482149,2020,Augusta University,GA,1028,1027,1,963,55,9,1018,20115,64276.692131199976
129242,2020,Fairfield University,CT,1118,1118,0,223,886,9,1109,67080,93458.99
199698,2020,St. Andrews University,NC,284,284,0,111,164,9,275,44686,64861.88
140447,2020,Mercer University,GA,888,888,0,767,112,9,879,52940,67164.94
204468,2020,Notre Dame College,OH,283,281,2,205,67,9,272,43425,60228.48
226091,2020,Lamar University,TX,1472,1472,0,1431,32,9,1463,20362,53474.77
207403,2020,Oklahoma Baptist University,OK,417,417,0,270,138,9,408,42983,59289.35
112084,2020,San Diego Christian College,CA,84,83,1,56,18,9,74,47755,66943.92
125763,2020,Whittier College,CA,239,238,1,176,54,8,230,61052,73825.46
199281,2020,University of North Carolina at Pembroke,NC,901,885,16,823,54,8,877,15952,49520.51
366711,2020,California State University-San Marcos,CA,2255,2255,0,2218,29,8,2247,22531,72827.06
169910,2020,Ferris State University,MI,1544,1542,2,1421,113,8,1534,23106,61040.62
129941,2020,University of New Haven,CT,1371,1368,3,545,815,8,1360,58438,77310.15
138868,2020,Point University,GA,152,152,0,109,35,8,144,34160,69033.68
156082,2020,Washburn University,KS,660,605,55,583,14,8,597,20011,57541.98
154101,2020,Northwestern College,IA,273,273,0,158,107,8,265,45760,58600.59
199218,2020,University of North Carolina Wilmington,NC,2025,2011,14,1738,265,8,2003,24837,62176.12
210331,2020,Corban University,OR,208,199,9,115,76,8,191,45919,61069.68
155900,2020,Southwestern College,KS,226,225,1,71,146,8,217,46869,58156.66
217536,2020,Salve Regina University,RI,549,549,0,84,457,8,541,61072,81126.67
156745,2020,Georgetown College,KY,426,426,0,369,49,8,418,53196,56937.11
130183,2020,Post University,CT,1657,1657,0,224,1425,8,1649,30161,67090.63
200332,2020,North Dakota State University-Main Campus,ND,2307,2306,1,809,1489,8,2298,22201,55831.54
107071,2020,Henderson State University,AR,563,563,0,495,60,8,555,23005,45548.96
218654,2020,University of South Carolina Beaufort,SC,358,350,8,297,45,8,342,24235,60345.78
234827,2020,Central Washington University,WA,1723,1721,2,1597,116,8,1713,24008,63170.67
169327,2020,Cleary University,MI,120,120,0,104,8,8,112,35998,81153.11
218070,2020,Furman University,SC,514,512,2,147,357,8,504,67299,71867.28
180179,2020,Montana State University Billings,MT,504,504,0,452,45,7,497,16755,48720.57
180984,2020,Concordia University-Nebraska,NE,329,329,0,158,164,7,322,45672,60450.28
238661,2020,Edgewood College,WI,290,290,0,242,41,7,283,44826,68115.77
150163,2020,Butler University,IN,1104,1103,1,482,614,7,1096,61623,71968.39
152567,2020,Trine University,IN,632,631,1,314,310,7,624,47142,60275.33
486901,2020,Milligan University,TN,198,198,0,122,69,7,191,46072,64276.692131199976
131450,2020,Gallaudet University,DC,152,152,0,0,145,7,145,38892,65746.56
174491,2020,University of Northwestern-St Paul,MN,368,368,0,279,82,7,361,43817,70065.41
231059,2020,Saint Michael's College,VT,374,373,1,72,294,7,366,61892,75427.87
112075,2020,Concordia University-Irvine,CA,311,311,0,207,97,7,304,53235,79890.85
219833,2020,Christian Brothers University,TN,283,283,0,208,68,7,276,43939,61225.91
134079,2020,Florida Southern College,FL,675,610,65,388,215,7,603,52794,60789.21
157809,2020,Thomas More University,KY,411,411,0,257,147,7,404,42003,64733.74
175856,2020,Jackson State University,MS,623,623,0,210,406,7,616,24570,43401.54
225247,2020,Hardin-Simmons University,TX,454,452,2,431,14,7,445,42530,59593.97
154013,2020,Mount Mercy University,IA,225,223,2,161,55,7,216,48189,61693.27
107512,2020,Ouachita Baptist University,AR,389,389,0,241,141,7,382,40200,61306.22
133951,2020,Florida International University,FL,3763,3727,36,3598,122,7,3720,19384,58110.89
199069,2020,University of Mount Olive,NC,287,286,1,212,67,7,279,32055,51727.18
156620,2020,Eastern Kentucky University,KY,2271,2270,1,1920,343,7,2263,23384,47617.36
138293,2020,Webber International University,FL,286,285,1,227,51,7,278,42702,55372.47
214041,2020,Millersville University of Pennsylvania,PA,1160,1160,0,1035,118,7,1153,27526,65479.69
155520,2020,MidAmerica Nazarene University,KS,209,209,0,99,104,6,203,48863,69737.68
217864,2020,Citadel Military College of South Carolina,SC,582,582,0,328,248,6,576,30022,66736.53
138600,2020,Agnes Scott College,GA,274,274,0,180,88,6,268,55403,69580.95
238430,2020,Cardinal Stritch University,WI,77,77,0,60,11,6,71,44172,64348.07
207971,2020,University of Tulsa,OK,491,474,17,274,194,6,468,58637,62928.78
206622,2020,Xavier University,OH,1315,1314,1,606,702,6,1308,58260,68472.8
163338,2020,University of Maryland Eastern Shore,MD,469,465,4,335,124,6,459,24348,66039.83
239071,2020,Maranatha Baptist University,WI,126,121,5,39,76,6,115,27793,62743.18
213349,2020,Kutztown University of Pennsylvania,PA,1532,1532,0,1304,222,6,1526,28414,67783.54
205443,2020,Shawnee State University,OH,627,625,2,555,64,6,619,16327,43961.17
214175,2020,Muhlenberg College,PA,517,517,0,154,357,6,511,69413,89504.61
228705,2020,Texas A & M University-Kingsville,TX,1055,1055,0,1041,8,6,1049,22645,45266.24
207856,2020,Southwestern Christian University,OK,136,136,0,98,32,6,130,28315,50467
220215,2020,Freed-Hardeman University,TN,350,350,0,215,129,6,344,35099,53404.21
217688,2020,Charleston Southern University,SC,604,604,0,486,112,6,598,40177,57179.15
125897,2020,Woodbury University,CA,140,137,3,103,28,6,131,55032,60713.37
139311,2020,Clayton  State University,GA,795,795,0,773,16,6,789,18374,65444.71
153162,2020,Cornell College,IA,290,289,1,70,213,6,283,58201,67428.42
199157,2020,North Carolina Central University,NC,1232,1167,65,889,272,6,1161,24075,57501.19
221838,2020,Tennessee State University,TN,1703,1703,0,680,1017,6,1697,22509,53809.87
239318,2020,Milwaukee School of Engineering,WI,573,573,0,341,226,6,567,53885,68757.09
240189,2020,University of Wisconsin-Whitewater,WI,2055,2055,0,1729,320,6,2049,18252,67955.05
197911,2020,Barton College,NC,287,287,0,223,58,6,281,46539,54814.93
175272,2020,Winona State University,MN,1274,1274,0,850,419,5,1269,22003,68678.3
228468,2020,Southwestern Adventist University,TX,138,138,0,91,42,5,133,31865,57388.77
110486,2020,California State University-Bakersfield,CA,1416,1416,0,1392,19,5,1411,18661,53982.7
156286,2020,Bellarmine University,KY,573,573,0,397,171,5,568,56319,65601.28
216366,2020,Thomas Jefferson University,PA,641,631,10,370,256,5,626,60290,66565.04
204006,2020,Miami University-Hamilton,OH,473,472,1,466,1,5,467,16237,72182.76
240374,2020,University of Wisconsin-Parkside,WI,541,541,0,475,61,5,536,16320,64274.59
209612,2020,Pacific University,OR,348,348,0,146,197,5,343,62157,64591.02
217925,2020,Columbia International University,SC,154,154,0,95,54,5,149,36979,64434.93
218539,2020,Presbyterian College,SC,313,312,1,211,96,5,307,53720,62666.83
227881,2020,Sam Houston State University,TX,2843,2843,0,2808,30,5,2838,22885,63900.24
207661,2020,Rogers State University,OK,494,494,0,476,13,5,489,20029,50487.79
170967,2020,Rochester University,MI,196,196,0,181,10,5,191,33013,72043.03
141185,2020,Toccoa Falls College,GA,205,204,1,154,45,5,199,37297,59357.86
208822,2020,George Fox University,OR,471,470,1,208,257,5,465,51439,65616.22
201104,2020,Ashland University,OH,437,437,0,397,35,5,432,33775,64491.65
162007,2020,Bowie State University,MD,970,963,7,791,167,5,958,22891,77046.6
239716,2020,Saint Norbert College,WI,458,458,0,357,96,5,453,51383,71321.9
220701,2020,Martin Methodist College,TN,186,186,0,134,47,5,181,40576,49230.32
240417,2020,University of Wisconsin-Stout,WI,1332,1332,0,800,527,5,1327,19704,65020.23
217873,2020,Claflin University,SC,501,501,0,435,62,4,497,33777,45792.28
377564,2020,University of Washington-Tacoma Campus,WA,621,621,0,607,10,4,617,21705,69752.4
217518,2020,Roger Williams University,RI,999,999,0,152,843,4,995,54865,84094.11
215798,2020,Saint Vincent College,PA,360,360,0,269,87,4,356,50140,54143.22
182458,2020,Sierra Nevada University,NV,42,41,1,9,28,4,37,50040,71252.07
238616,2020,Concordia University-Wisconsin,WI,533,521,12,340,177,4,517,45936,64715.84
235316,2020,Gonzaga University,WA,1052,1020,32,467,549,4,1016,61761,67848.44
216038,2020,Slippery Rock University of Pennsylvania,PA,1463,1463,0,1317,142,4,1459,24600,54113.09
161457,2020,University of New England,ME,564,564,0,133,427,4,560,56844,64934.4
225414,2020,University of Houston-Clear Lake,TX,363,363,0,359,0,4,359,25567,67975.01
204185,2020,University of Mount Union,OH,550,550,0,446,100,4,546,44497,61044.98
181738,2020,Union College,NE,124,110,14,20,86,4,106,36243,60804.76
225432,2020,University of Houston-Downtown,TX,1491,1491,0,1481,6,4,1487,20995,59551.33
445708,2020,Johnson & Wales University-Charlotte,NC,483,483,0,170,309,4,479,50200,68856.12
162061,2020,Capitol Technology University,MD,63,63,0,47,12,4,59,40538,73053.75
240462,2020,University of Wisconsin-Platteville,WI,1389,1389,0,1058,327,4,1385,18670,61602.16
128744,2020,University of Bridgeport,CT,310,310,0,170,136,4,306,53853,63241.6
213996,2020,Messiah University,PA,614,614,0,398,212,4,610,49864,71914.01
225399,2020,Houston Baptist University,TX,668,665,3,632,29,4,661,43638,72476.33
203517,2020,Kent State University at Kent,OH,3870,3811,59,3087,720,4,3807,25836,59479.84
118888,2020,Mills College,CA,130,130,0,97,29,4,126,48360,71756.45
121309,2020,Point Loma Nazarene University,CA,554,554,0,405,145,4,550,53045,71269.62
225575,2020,Huston-Tillotson University,TX,169,169,0,157,8,4,165,24148,57117.25
153375,2020,Grand View University,IA,294,294,0,219,71,4,290,39864,62140.86
206862,2020,Southern Nazarene University,OK,259,259,0,171,84,4,255,38327,57571.98
130493,2020,Southern Connecticut State University,CT,1081,1081,0,1030,47,4,1077,25413,74581.97
160904,2020,Xavier University of Louisiana,LA,712,709,3,242,463,4,705,36391,55657.89
204194,2020,Mount Vernon Nazarene University,OH,345,345,0,299,42,4,341,43341,60597.42
154235,2020,Saint Ambrose University,IA,521,421,100,160,257,4,417,46894,63314.56
200004,2020,Western Carolina University,NC,1823,1801,22,1513,284,4,1797,18462,56230.92
201195,2020,Baldwin Wallace University,OH,659,659,0,491,165,3,656,48655,66257.54
160621,2020,Southern University and A & M College,LA,1370,1370,0,976,391,3,1367,23592,45854.37
216278,2020,Susquehanna University,PA,573,572,1,336,233,3,569,64760,72676.24
153320,2020,Faith Baptist Bible College and Theological Seminary,IA,95,95,0,30,62,3,92,28069,57604.15
212133,2020,Eastern University,PA,372,372,0,234,135,3,369,48828,68457.57
159009,2020,Grambling State University,LA,1241,1241,0,668,570,3,1238,24332,44602.47
174358,2020,Minnesota State University Moorhead,MN,730,724,6,499,222,3,721,22525,54641.42
155089,2020,Friends University,KS,212,212,0,131,78,3,209,39879,60343.56
218733,2020,South Carolina State University,SC,479,479,0,409,67,3,476,30015,48129.81
213303,2020,Keystone College,PA,232,232,0,155,74,3,229,39200,51740.58
215132,2020,University of the Sciences,PA,317,317,0,189,125,3,314,43968,72732.06
209603,2020,Pacific Northwest College of Art,OR,89,89,0,32,54,3,86,54345,63108.93
141237,2020,Truett McConnell University,GA,271,271,0,244,24,3,268,33299,62186.38
207458,2020,Oklahoma City University,OK,325,323,2,126,194,3,320,44942,59190.63
117627,2020,La Sierra University,CA,282,281,1,260,18,3,278,45629,63313.83
480781,2020,California Miramar University,CA,24,24,0,15,6,3,21,20578,64276.692131199976
202903,2020,Gods Bible School and College,OH,48,48,0,20,25,3,45,15632,53235.79
236133,2020,Northwest University,WA,159,159,0,124,32,3,156,45095,71872.75
142461,2020,Northwest Nazarene University,ID,283,282,1,148,131,3,279,42068,59470.41
238476,2020,Carthage College,WI,724,724,0,261,460,3,721,59175,76392.24
125231,2020,Walden University,MN,155,155,0,2,150,3,152,37686.031269160027,62475.08
237330,2020,Concord University,WV,383,383,0,305,75,3,380,16824,41360.98
409698,2020,California State University-Monterey Bay,CA,879,879,0,854,22,3,876,23389,70802.17
216010,2020,Shippensburg University of Pennsylvania,PA,1219,1219,0,1109,107,3,1216,29182,63560.54
154688,2020,Baker University,KS,224,224,0,162,59,3,221,44473,67758.92
215743,2020,Saint Francis University,PA,335,335,0,252,80,3,332,54101,55181.27
199184,2020,University of North Carolina School of the Arts,NC,219,215,4,100,112,3,212,21755,68862.71
226383,2020,Lubbock Christian University,TX,280,280,0,255,22,3,277,37198,51468.15
152336,2020,University of Saint Francis-Fort Wayne,IN,404,404,0,359,42,3,401,40759,63802.5
181020,2020,Doane University,NE,268,267,1,173,91,3,264,50470,57123.16
130314,2020,University of Saint Joseph,CT,185,185,0,163,19,3,182,50959,74607
236328,2020,University of Puget Sound,WA,393,393,0,113,277,3,390,68072,72356.02
199032,2020,Montreat College,NC,223,217,6,125,90,2,215,40841,61225.9
210492,2020,Bryn Athyn College of the New Church,PA,53,48,5,33,13,2,46,36254,96737.95
203085,2020,Heidelberg University,OH,322,322,0,269,51,2,320,44381,61648.4
173160,2020,Bethel University,MN,479,479,0,366,111,2,477,52723,77038.37
129215,2020,Eastern Connecticut State University,CT,841,841,0,773,66,2,839,27425,76020.15
163046,2020,Loyola University Maryland,MD,1008,1008,0,300,706,2,1006,67196,92129.84
221661,2020,Southern Adventist University,TN,493,480,13,105,373,2,478,35820,60144.84
152600,2020,Valparaiso University,IN,637,637,0,281,354,2,635,53847,72576.06
229179,2020,Texas Woman's University,TX,1130,1130,0,1104,24,2,1128,19418,69739.2
206604,2020,Wright State University-Main Campus,OH,1181,1173,8,1122,49,2,1171,23009,61970.64
133650,2020,Florida Agricultural and Mechanical University,FL,1040,1035,5,772,261,2,1033,23312,52786.24
151379,2020,Indiana University-Southeast,IN,800,800,0,631,167,2,798,17421,57669.69
154712,2020,Benedictine College,KS,575,571,4,140,429,2,569,46309,64485.18
198613,2020,Guilford College,NC,372,372,0,272,98,2,370,53479,63141.25
202170,2020,Columbus College of Art and Design,OH,223,221,2,148,71,2,219,49217,65843.21
131399,2020,University of the District of Columbia,DC,391,387,4,335,50,2,385,22638,51576.54
240471,2020,University of Wisconsin-River Falls,WI,1088,1088,0,488,598,2,1086,17971,69159.98
215105,2020,The University of the Arts,PA,297,297,0,110,185,2,295,65881,75947.63
211556,2020,Chatham University,PA,260,259,1,177,80,2,257,52968,56097.18
223117,2020,Baptist Missionary Association Theological Seminary,TX,4,3,1,0,1,2,1,37686.031269160027,48842.7
219082,2020,Dakota State University,SD,388,388,0,241,145,2,386,22365,52093.19
181783,2020,Wayne State College,NE,813,813,0,691,120,2,811,19521,51810.1
210429,2020,Western Oregon University,OR,722,721,1,546,173,2,719,22810,59410.15
214272,2020,Neumann University,PA,412,412,0,273,137,2,410,50640,69149.16
115728,2020,Holy Names University,CA,135,134,1,127,5,2,132,57486,72379.02
211893,2020,Curtis Institute of Music,PA,13,13,0,1,10,2,11,22192,70406
212656,2020,Geneva College,PA,275,275,0,174,99,2,273,38941,55668.91
203757,2020,Lourdes University,OH,182,179,3,112,65,2,177,37498,59351.8
236230,2020,Pacific Lutheran University,WA,589,588,1,446,140,2,586,56830,65366.76
155627,2020,Ottawa University-Ottawa,KS,201,201,0,73,126,2,199,47369,65346.8
209241,2020,Mount Angel Seminary,OR,4,4,0,0,2,2,2,39700,59323.69
213613,2020,Lock Haven University,PA,617,617,0,590,25,2,615,25916,55815.84
212197,2020,Elizabethtown College,PA,405,405,0,277,126,2,403,44978,70213.56
217721,2020,Benedict College,SC,356,355,1,134,219,2,353,28000,49336.04
134811,2020,AI Miami International University of Art and Design,FL,110,110,0,97,11,2,108,27974,57565.03
199102,2020,North Carolina A & T State University,NC,2136,2108,28,1523,583,2,2106,18348,56398.61
449870,2020,University of the West,CA,7,7,0,4,1,2,5,24236,64276.692131199976
449764,2020,Visible Music College,TN,35,35,0,8,25,2,33,32644,64276.692131199976
441937,2020,California State University-Channel Islands,CA,632,632,0,629,1,2,630,25150,78662.36
174817,2020,Saint Mary's University of Minnesota,MN,239,239,0,137,100,2,237,49200,70833.22
484905,2020,University of North Texas at Dallas,TX,434,434,0,431,2,1,433,18930,64276.692131199976
138947,2020,Clark Atlanta University,GA,786,784,2,186,597,1,783,39194,60451.55
229063,2020,Texas Southern University,TX,724,724,0,597,126,1,723,23173,53781.71
214069,2020,Misericordia University,PA,354,354,0,243,110,1,353,48844,56588.57
226587,2020,McMurry University,TX,227,226,1,220,5,1,225,41764,52571.87
218645,2020,University of South Carolina Aiken,SC,542,534,8,475,58,1,533,20735,53123.12
174127,2020,Minneapolis College of Art and Design,MN,154,154,0,92,61,1,153,53010,70094.27
137953,2020,Trinity Baptist College,FL,80,80,0,68,11,1,79,22571,58249.91
155681,2020,Pittsburg State University,KS,803,801,2,502,298,1,800,18657,50242.27
239390,2020,Mount Mary University,WI,139,139,0,126,12,1,138,44284,62361.14
217776,2020,Southern Wesleyan University,SC,194,194,0,117,76,1,193,35949,54696.17
117557,2020,Lincoln University,CA,5,5,0,4,0,1,4,37686.031269160027,76284.11
124487,2020,Epic Bible College,CA,7,7,0,6,0,1,6,37686.031269160027,63747.56
157793,2020,Sullivan University,KY,403,403,0,291,111,1,402,28469,55475.64
175005,2020,St Catherine University,MN,327,327,0,268,58,1,326,50794,71786.79
120537,2020,Hope International University,CA,93,91,2,81,9,1,90,46231,71774.01
198543,2020,Fayetteville State University,NC,736,710,26,658,51,1,709,16623,49808.38
161217,2020,University of Maine at Augusta,ME,366,366,0,335,30,1,365,16948,48750.5
445133,2020,American InterContinental University-Houston,TX,16,16,0,13,2,1,15,21745,58772.86
123572,2020,Sonoma State University,CA,913,913,0,900,12,1,912,26537,75511.05
237367,2020,Fairmont State University,WV,800,792,8,685,106,1,791,17639,42179.08
213400,2020,Lancaster Bible College,PA,164,164,0,116,47,1,163,36544,64787.49
158477,2020,Centenary College of Louisiana,LA,153,153,0,95,57,1,152,55300,58549.24
219383,2020,University of Sioux Falls,SD,263,263,0,114,148,1,262,30472,57493.05
198303,2020,Chowan University,NC,238,230,8,111,118,1,229,37161,53634.23
128780,2020,Charter Oak State College,CT,43,43,0,30,12,1,42,16369,63157.4
173045,2020,Augsburg University,MN,563,563,0,519,43,1,562,54069,72224.74
199999,2020,Winston-Salem State University,NC,1007,997,10,831,165,1,996,20382,54716.68
490081,2020,America Evangelical University,CA,7,7,0,4,2,1,6,11420,64276.692131199976
245953,2020,Mid-America Christian University,OK,172,172,0,135,36,1,171,28755,51555.64
211024,2020,Clarks Summit University,PA,93,92,1,42,49,1,91,33826,62401.75
216357,2020,Thiel College,PA,250,249,1,172,76,1,248,48566,54604.75
111045,2020,Haven University,CA,3,3,0,1,1,1,2,37686.031269160027,64276.692131199976
433387,2020,Western Governors University,UT,100,100,0,8,91,1,99,13790,62039.21
228325,2020,Southwestern Assemblies of God University,TX,317,317,0,207,109,1,316,34268,59789.49
229814,2020,West Texas A & M University,TX,1254,1214,40,1088,125,1,1213,20456,51385.91
133872,2020,AdventHealth University,FL,99,99,0,84,14,1,98,33648,60028.37
129534,2020,Holy Apostles College and Seminary,CT,17,17,0,1,15,1,16,37686.031269160027,64276.692131199976
168847,2020,Baker College,MI,605,605,0,560,44,1,604,19593,59405.88
211088,2020,Arcadia University,PA,478,475,3,296,178,1,474,59684,72830.78
141325,2020,Wesleyan College,GA,139,134,5,127,6,1,133,34952,57826.42
117104,2020,Life Pacific University,CA,77,77,0,62,14,1,76,29158,65850.07
132471,2020,Barry University,FL,645,622,23,401,220,1,621,47118,58621.88
134237,2020,Full Sail University,FL,4062,4026,36,1011,3014,1,4025,35865,66113.73
201371,2020,Bluffton University,OH,195,195,0,157,37,1,194,48205,59827.57
151801,2020,Indiana Wesleyan University-Marion,IN,567,567,0,366,200,1,566,39347,62930.13
206279,2020,Union Institute & University,OH,9,9,0,0,8,1,8,31656,59714.64
181446,2020,Nebraska Wesleyan University,NE,427,427,0,342,84,1,426,48718,59199.51
490045,2020,Presbyterian Theological Seminary in America,CA,3,3,0,1,1,1,2,37686.031269160027,64276.692131199976
139764,2020,Georgia Southwestern State University,GA,477,477,0,454,22,1,476,19125,49591.36
